,name,coefficient
1,(Intercept),78.1361629627562
2,cg22006408,2.55215229442867
3,cg25231957,1.28627455840279
4,cg18158970,3.91652925741226
5,cg19246944,7.27638391765917
6,cg18515940,-0.79718591897308
7,cg02688359,-0.795295861438346
8,cg12451887,2.04886898729998
9,cg10621809,0.489035891110485
10,cg25811448,0.331625540158941
11,cg06655097,0.114082109686729
12,cg12786023,-0.197819483724876
13,cg06922212,0.0892973961280593
14,cg16905434,0.658878349966631
15,cg15851164,0.109859018880391
16,cg06059332,-0.253802589045117
17,cg04134193,-0.112993972464228
18,cg24634009,-5.24151798551092
19,cg06159896,0.642315193885373
20,cg21814996,-10.097608797092
21,cg27433764,-0.172598032953684
22,cg07416187,-3.92711967789873
23,cg00995689,0.0652807909649265
24,cg13292984,0.0319756933734997
25,cg12121166,-2.15648655563953
26,cg11544647,0.190851987113402
27,cg25292140,-6.19642861180799
28,cg10960147,1.16709546655025
29,cg10136168,3.60510622785986
30,cg16912512,-1.01687227905449
31,cg15366524,-0.0292704125861172
32,cg01157718,0.00574432887603135
33,cg09387528,-1.21666971946064
34,cg26391077,-0.254830516026578
35,cg16230384,0.373112364831379
36,cg22511706,1.23609935626621
37,cg11534335,1.44853553018119
38,cg13893488,-1.73882850465786
39,cg17127722,-6.70776540977586
40,cg25855162,1.77429444260437
41,cg19378060,0.971735081369214
42,cg25483734,2.24914261907973
43,cg15817928,-0.376739246006994
44,cg16214670,0.073063346278327
45,cg14246539,0.755447523033945
46,cg08596532,0.228429145255908
47,cg16222491,-0.0860227030759174
48,cg08825673,-5.1700420087774
49,cg04220230,-0.147897523064058
50,cg11548184,-0.336254660356792
51,cg05025211,-0.634308004524879
52,cg13990618,-1.31653790155303
53,cg22600802,-1.3701916546627
54,cg18808702,-0.6440716708882
55,cg15483437,1.69560238956171
56,cg16915426,-2.49869545143647
57,cg21592975,-2.08023954398302
58,cg00897744,6.14189210773647
59,cg14282096,0.333158252179566
60,cg18815065,-0.699538343652839
61,cg09531389,0.00731896171606156
62,cg01695620,0.269356809106159
63,cg03548085,0.202453472544124
64,cg13319396,0.271271266506763
65,cg27229520,-4.07247886244333
66,cg27234723,0.251095505533713
67,cg25078225,0.57243784564244
68,cg15239532,-3.87450254061172
69,cg03955589,6.52716920440438
70,cg25447290,-0.544394998184336
71,cg24373618,0.171761179179527
72,cg06302751,0.105072188500734
73,cg21315874,0.717552311539991
74,cg13129313,-3.09535012541696
75,cg23771785,0.495493242249707
76,cg15489003,-0.280120225683765
77,cg04877503,0.0265856413295038
78,cg24099977,-2.0817379778892
79,cg07895006,1.60377167122775
80,cg20545694,0.246812326184042
81,cg15736973,1.44693392377526
82,cg15544868,2.22612381265719
83,cg24134430,1.96238954189914
84,cg10163998,12.5354465350243
85,cg25422346,0.633866751328882
86,cg11499696,2.84152411335007
87,cg14966190,1.13065606502631
88,cg00847387,-1.06243522475414
89,cg26695076,2.16763141823682
90,cg03212451,0.315305709376736
91,cg03470597,-1.40002161658425
92,cg17400014,6.49344336575128
93,cg05973840,-0.287861253652027
94,cg04114754,-2.18470058173739
95,cg19867445,-6.41769641640798
96,cg19611300,0.0416786881512496
97,cg03131527,0.604013352306984
98,cg13904130,0.576570253885327
99,cg19426609,1.45905123370918
100,cg14076394,-4.64413294002346
101,cg24082681,1.04515976186202
102,cg05882685,-4.57462568454705
103,cg08446032,-1.70726006285819
104,cg05770389,-6.70763396271548
105,cg11134774,0.444503032060019
106,cg14883930,-7.26481558132372
107,cg14908202,-0.0034329138362091
108,cg23498494,1.06172843625053
109,cg24693227,2.99703397816617
110,cg07732827,1.73379625520688
111,cg02505117,3.25494760501665
112,cg27135645,0.708013812991789
113,cg03174876,-2.69546432319956
114,cg16550849,-0.501077836580239
115,cg04152294,1.83956755808639
116,cg26177807,0.0757689004712116
117,cg05582035,1.12242971419173
118,cg15160963,1.33529997501674
119,cg21771528,-1.25928976632546
120,cg20235857,0.0486995578651199
121,cg21482921,-8.18656545700902
122,cg22953682,-2.90876782374928
123,cg20285723,0.173675881222699
124,cg15909724,1.33419240390962
125,cg14048475,1.07511799373047
126,cg21733098,-1.46543295348214
127,cg23365513,-0.364995232175994
128,cg14143385,-0.930057953201856
129,cg03025176,0.508283667350462
130,cg23951380,1.16660521412498
131,cg19096327,0.115773308608076
132,cg12273394,1.66339450364783
133,cg14207326,-0.580815725736897
134,cg19217735,-0.563719173206826
135,cg08121845,-4.81266095054613
136,cg17403393,-2.33917908727836
137,cg10312190,-0.368947595844485
138,cg25164623,-0.326988490662981
139,cg00038760,-0.5326035968267
140,cg06595206,-0.0609591639717281
141,cg25106914,-0.604801994214422
142,cg07938676,1.33504686732676
143,cg24937877,-1.19213866671126
144,cg14558712,-0.643459305352327
145,cg00211944,-4.38083102115345
146,cg20003377,0.922652663968504
147,cg18074165,-0.904013642347365
148,cg09488450,1.71162242719582
149,cg07548202,-0.420008772107871
150,cg02968265,-3.06222392721619
151,cg22813783,0.95817657455616
152,cg24698924,5.46737007862598
153,cg26516287,0.604855610108535
154,cg21955864,-1.62611048000872
155,cg15535507,-5.50740794876203
156,cg03145583,-0.66326138044368
157,cg14387280,1.86391915276554
158,cg01817897,0.269185761770613
159,cg19233088,2.11144926053041
160,cg01395858,-0.33499347271806
161,cg18798702,0.400905048929704
162,cg19491653,-0.00523238515503127
163,cg15729809,0.278237326478858
164,cg18368431,1.35014875500852
165,cg14846627,-0.0202054067324842
166,cg14994916,-0.201599140182497
167,cg12796916,1.35911394757623
168,cg14058291,0.0201931393757281
169,cg26905010,2.32350750925073
170,cg10187902,0.0559900788230975
171,cg11186386,0.245362902289176
172,cg08919930,-0.541461826085931
173,cg11464312,0.283349575469666
174,cg27356159,0.284184517735646
175,cg01934596,0.579592870767634
176,cg02014334,-0.876193620150587
177,cg12145680,0.373628603871312
178,cg18805182,-0.365117575721076
179,cg03808925,3.75820865075382
180,cg08374659,0.0533469028559253
181,cg16202996,0.449079281464571
182,cg18682615,-1.40937236230385
183,cg19443833,0.0281329996851687
184,cg15551284,1.97329193672816
185,cg10192933,-4.66644353335507
186,cg23198707,5.56470750079092
187,cg11969526,6.49505114316371
188,cg19523937,-1.18761117337483
189,cg01130322,0.549943970783347
190,cg22438656,-0.00700893408969583
191,cg00644387,0.464215258560789
192,cg09653659,-0.4136186898908
193,cg16550555,0.326210566140181
194,cg00180711,-1.51147244563789
195,cg12725810,-0.383283285218932
196,cg19786602,-0.778177607078775
197,cg20680308,0.365302216208047
198,cg13813474,-2.2673304416906
199,cg10219742,1.09970835611208
200,cg01795886,-1.48546316266474
201,cg22282161,-1.21541100063157
202,cg06513015,0.480462731016958
203,cg18714225,5.15386849920749
204,cg12190517,0.0887722321698569
205,cg19892578,0.0866835673847056
206,cg19102621,0.380881739219651
207,cg23010062,0.0941446967248606
208,cg26339862,0.206412291023518
209,cg27060510,2.42309158649193
210,cg14611488,5.120556517648
211,cg04000927,0.916841788197846
212,cg12709335,-0.952000641164051
213,cg16626107,2.59247441753621
214,cg22965561,0.199062576546628
215,cg06471816,-0.158814423601333
216,cg05167606,-2.78695211565489
217,cg05504820,4.03371181208697
218,cg13619891,0.513679754676601
219,cg10451844,0.523816368503587
220,cg19654323,-0.232768931059054
221,cg22350285,0.833144826102408
222,cg10889196,-0.57433532897676
223,cg11960867,-1.90767018214165
224,cg14519880,0.793707678845505
225,cg00380930,1.07483586379038
226,cg04390328,-0.0611045308934973
227,cg03858152,0.281840343760105
228,cg20061931,1.35449246569762
229,cg16940316,1.718610342324
230,cg08018888,-0.605370276530992
231,cg18173014,-2.10695539368202
232,cg21054147,-2.97663351568934
233,cg21481321,-3.55551517798268
234,cg11682263,1.87470613122023
235,cg12456014,-9.35109608499898
236,cg17975299,0.0356138665899974
237,cg00812655,0.00835544722025822
238,cg10021364,-5.13718435113642
239,cg03720617,2.15764363168578
240,cg17114983,0.167189379856994
241,cg16419764,-2.12640528792149
242,cg06177459,0.162371600211929
243,cg14295611,-9.77108251257513
244,cg16086098,-0.640413621456676
245,cg03994477,-0.19852497618779
246,cg19901523,-13.4941853261328
247,cg26257265,0.197240898735011
248,cg21761171,1.20120138650582
249,cg08412584,-0.73622800761837
250,cg13545097,2.53339509573198
251,cg12500951,-2.00591956098909
252,cg18397885,-1.25829078725423
253,cg10892093,-3.09443429042486
254,cg12670123,-2.17704929667583
255,cg12856369,1.56352771952629
256,cg11361409,0.152887041585798
257,cg00007540,-0.473779643287694
258,cg03283134,-2.30384787229992
259,cg26513378,-0.521660245337681
260,cg07633701,0.963436800557416
261,cg15401363,0.969483366107982
262,cg05728951,-0.336934987410586
263,cg27562259,-0.110308286114259
264,cg06563313,0.614397649645896
265,cg03582691,1.08936619449942
